v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,timestamp
0.24720801413059235,0.5812762975692749,1.287086917045599e-07,0.22584277391433716,0.5792992115020752,-0.011198599822819233,0.2061254382133484,0.5899350047111511,-0.018852505832910538,0.190988227725029,0.6010910868644714,-0.02407764457166195,0.18101392686367035,0.6083513498306274,-0.029118984937667847,0.21149218082427979,0.6215635538101196,-0.021819544956088066,0.20058266818523407,0.6409500241279602,-0.03022177889943123,0.1922375112771988,0.6488269567489624,-0.03513183072209358,0.1858326494693756,0.65433269739151,-0.038282670080661774,0.22532403469085693,0.6354660391807556,-0.01902317814528942,0.2130383998155594,0.6596111059188843,-0.026165073737502098,0.20372414588928223,0.6680962443351746,-0.028305018320679665,0.19685514271259308,0.6733396053314209,-0.02985418029129505,0.23842695355415344,0.6434807777404785,-0.01646312139928341,0.227186918258667,0.6686428189277649,-0.02259412780404091,0.21734754741191864,0.6767702698707581,-0.02318490855395794,0.2098865807056427,0.6814357042312622,-0.02348686195909977,0.24907128512859344,0.6464554667472839,-0.014454464428126812,0.24050354957580566,0.6668005585670471,-0.01940390281379223,0.23174931108951569,0.6743853688240051,-0.019784631207585335,0.22485888004302979,0.6779739856719971,-0.0196796003729105,2026-01-10T16:53:12.711899
0.16251415014266968,0.8238334059715271,6.6721230496114e-07,0.2074958235025406,0.7863650918006897,-0.030859656631946564,0.22379150986671448,0.7138188481330872,-0.04191478714346886,0.1834234595298767,0.6682538390159607,-0.05290815234184265,0.14119812846183777,0.6406130194664001,-0.06204870715737343,0.2274554818868637,0.6040090918540955,-0.008589854463934898,0.25216859579086304,0.5246783494949341,-0.030077356845140457,0.2669757604598999,0.47163164615631104,-0.044961635023355484,0.27625444531440735,0.4282957911491394,-0.05336105823516846,0.18402886390686035,0.6007976531982422,-0.010494135320186615,0.18036764860153198,0.5064861178398132,-0.03730333596467972,0.17804288864135742,0.44035232067108154,-0.05644908547401428,0.1749105453491211,0.3858630061149597,-0.06431325525045395,0.14828035235404968,0.6248927116394043,-0.017251763492822647,0.13025543093681335,0.5960348844528198,-0.06019589304924011,0.1445537507534027,0.6518716812133789,-0.07300090044736862,0.15587513148784637,0.6927953958511353,-0.06698954105377197,0.11845226585865021,0.663733720779419,-0.02581588365137577,0.10915302485227585,0.6418036222457886,-0.0585077702999115,0.12231534719467163,0.6816476583480835,-0.06064879894256592,0.1344842165708542,0.7143922448158264,-0.05286698043346405,2026-01-10T16:53:13.512729
0.201004296541214,0.7266857624053955,5.932094495619822e-07,0.2480471432209015,0.6879162788391113,-0.03139466792345047,0.27094221115112305,0.6194977760314941,-0.04417887702584267,0.2401396930217743,0.5648762583732605,-0.05641819164156914,0.20496869087219238,0.5261947512626648,-0.06626832485198975,0.2786572277545929,0.5126711130142212,-0.01480663102120161,0.3017362356185913,0.42957648634910583,-0.03864603862166405,0.31618452072143555,0.37601393461227417,-0.05415475368499756,0.32465195655822754,0.33056211471557617,-0.06283125281333923,0.23639684915542603,0.5067105293273926,-0.01651468500494957,0.23239804804325104,0.40611326694488525,-0.04501719027757645,0.22965788841247559,0.3443026542663574,-0.06203485652804375,0.22664153575897217,0.29265880584716797,-0.06811259686946869,0.19927117228507996,0.5274799466133118,-0.022864876314997673,0.18275541067123413,0.4930780231952667,-0.06454978883266449,0.19666381180286407,0.5503315925598145,-0.07163349539041519,0.2095973938703537,0.5873603820800781,-0.06253784149885178,0.16751378774642944,0.5616899132728577,-0.03141562640666962,0.15834692120552063,0.537822961807251,-0.06195102632045746,0.1710502803325653,0.5788107514381409,-0.06044207140803337,0.1837250143289566,0.6064334511756897,-0.050550028681755066,2026-01-10T16:53:15.024071
0.1673397272825241,0.6630375981330872,6.127442020442686e-07,0.21447858214378357,0.6203927993774414,-0.03138052672147751,0.23135048151016235,0.541847825050354,-0.04159097373485565,0.19421353936195374,0.48429614305496216,-0.05167298763990402,0.15152335166931152,0.45095640420913696,-0.05963584780693054,0.2396317422389984,0.44192543625831604,-0.005402224138379097,0.26621174812316895,0.3611941933631897,-0.025750869885087013,0.28270089626312256,0.310516893863678,-0.04007117822766304,0.2943763732910156,0.26747065782546997,-0.04794842004776001,0.19839364290237427,0.4345322847366333,-0.0053968727588653564,0.1968763768672943,0.3391956090927124,-0.030160414054989815,0.1947602778673172,0.2785673141479492,-0.047006577253341675,0.19119752943515778,0.2300366759300232,-0.0532141849398613,0.16174912452697754,0.4535742700099945,-0.010681366547942162,0.15041008591651917,0.42100006341934204,-0.05051708593964577,0.16153104603290558,0.47402775287628174,-0.06173359230160713,0.16973330080509186,0.5115227103233337,-0.05535473674535751,0.13052907586097717,0.4864118695259094,-0.018087685108184814,0.12503233551979065,0.46401816606521606,-0.04662127420306206,0.13590215146541595,0.49963393807411194,-0.04794842004776001,0.1453540325164795,0.5272150039672852,-0.04047788307070732,2026-01-10T16:53:15.714761
0.11307220906019211,0.7590944766998291,5.350835294848366e-07,0.15182021260261536,0.714669942855835,-0.03034825623035431,0.1652013063430786,0.6409671306610107,-0.041023626923561096,0.1261211335659027,0.5959406495094299,-0.05130050703883171,0.08351519703865051,0.5715657472610474,-0.05968979746103287,0.1713981032371521,0.5343552827835083,-0.01064391154795885,0.19236567616462708,0.4534722566604614,-0.03125010430812836,0.20581555366516113,0.40104368329048157,-0.045218273997306824,0.21625110507011414,0.35860222578048706,-0.05243305861949921,0.13177742063999176,0.530657172203064,-0.010575748048722744,0.12443939596414566,0.43710219860076904,-0.033808838576078415,0.11998657882213593,0.37849852442741394,-0.04966459423303604,0.11677238345146179,0.33190178871154785,-0.05511763319373131,0.09764812886714935,0.5519326329231262,-0.015121694654226303,0.08327335119247437,0.5311678051948547,-0.05067130923271179,0.0939817875623703,0.5787084698677063,-0.06136765331029892,0.10299631953239441,0.6098092198371887,-0.05553709715604782,0.069734588265419,0.5843929648399353,-0.021958965808153152,0.0622614324092865,0.5698826909065247,-0.045595791190862656,0.07287240028381348,0.6049190163612366,-0.045260217040777206,0.0831686407327652,0.6293983459472656,-0.03708065673708916,2026-01-10T16:53:17.222630
0.1723882555961609,0.8404209613800049,5.43654891771439e-07,0.21362322568893433,0.7985090613365173,-0.02973514422774315,0.22814448177814484,0.7306665778160095,-0.040622346103191376,0.18924552202224731,0.690842866897583,-0.05091606453061104,0.14625632762908936,0.6735368967056274,-0.059429362416267395,0.22725242376327515,0.6301984786987305,-0.012862036935985088,0.24684733152389526,0.5476491451263428,-0.03268205747008324,0.25720056891441345,0.49697357416152954,-0.04473573714494705,0.26253294944763184,0.45566755533218384,-0.050138410180807114,0.18596181273460388,0.6263842582702637,-0.01276994589716196,0.17376232147216797,0.5305083394050598,-0.03538339212536812,0.16583724319934845,0.47344475984573364,-0.0497700460255146,0.15902996063232422,0.42858558893203735,-0.05357647314667702,0.1528923660516739,0.6479583382606506,-0.01684241183102131,0.13662534952163696,0.6364389657974243,-0.053208108991384506,0.14993403851985931,0.6868862509727478,-0.06421808898448944,0.1607433408498764,0.7218308448791504,-0.05762847140431404,0.12723888456821442,0.6818733215332031,-0.02279762737452984,0.11953473091125488,0.6744070649147034,-0.04764172434806824,0.1334468275308609,0.710203230381012,-0.04735521599650383,0.14613497257232666,0.7378128170967102,-0.03851448744535446,2026-01-10T16:53:18.228908
0.1105208694934845,0.8599701523780823,6.45022510070703e-07,0.1546398401260376,0.8164632320404053,-0.026814455166459084,0.16948571801185608,0.7452677488327026,-0.03616008162498474,0.13627886772155762,0.7016408443450928,-0.045702870935201645,0.09561975300312042,0.6854378581047058,-0.05386550351977348,0.17575794458389282,0.6495401859283447,-0.00823657214641571,0.19969546794891357,0.5713310241699219,-0.02742566540837288,0.21178364753723145,0.518807590007782,-0.04026111587882042,0.21921706199645996,0.47580987215042114,-0.046964727342128754,0.13582246005535126,0.6460753679275513,-0.009848397225141525,0.12889322638511658,0.5553410053253174,-0.03302515670657158,0.1233268678188324,0.49644705653190613,-0.049291275441646576,0.11887729167938232,0.4502004384994507,-0.05520623177289963,0.10057801753282547,0.6687414050102234,-0.015467601828277111,0.08991441130638123,0.6502537131309509,-0.052209317684173584,0.10079306364059448,0.697202205657959,-0.06380262225866318,0.10903890430927277,0.7313675284385681,-0.05820314213633537,0.07127439230680466,0.703156590461731,-0.022713419049978256,0.06875147670507431,0.6927779316902161,-0.04873921349644661,0.08160214126110077,0.7268515825271606,-0.049725037068128586,0.09239523857831955,0.7531929612159729,-0.042035602033138275,2026-01-10T16:53:19.107983
0.7704392671585083,1.0131911039352417,5.131706188876706e-07,0.7376710176467896,1.0152825117111206,-0.024259528145194054,0.7127126455307007,0.9956232309341431,-0.03981423377990723,0.7130033373832703,0.9697694778442383,-0.054702140390872955,0.713454008102417,0.9468064904212952,-0.06837768107652664,0.6966273784637451,0.9093042612075806,-0.033073458820581436,0.6785407066345215,0.841335654258728,-0.05237439274787903,0.6692990064620972,0.8020985722541809,-0.06231582537293434,0.6606249809265137,0.7650159597396851,-0.06668036431074142,0.7280999422073364,0.8914786577224731,-0.03254001587629318,0.7235536575317383,0.8258469700813293,-0.05150148645043373,0.7211463451385498,0.7767106294631958,-0.060182057321071625,0.7185134291648865,0.7371563911437988,-0.06192787364125252,0.758613646030426,0.89044588804245,-0.03377663344144821,0.7555181980133057,0.8926684260368347,-0.058775704354047775,0.755426824092865,0.9427430033683777,-0.059794094413518906,0.7571061253547668,0.9782997965812683,-0.051016539335250854,0.7888587117195129,0.9013172388076782,-0.03668631985783577,0.7867771983146667,0.9006853103637695,-0.052859339863061905,0.781250536441803,0.9359440207481384,-0.04786437749862671,0.7805639505386353,0.9636250734329224,-0.03782595321536064,2026-01-10T16:53:20.429575
0.7762877941131592,0.8808959722518921,7.268342869792832e-07,0.7331368327140808,0.8490964770317078,-0.03163297846913338,0.7191491723060608,0.7870252132415771,-0.04571665823459625,0.7536701560020447,0.7322444319725037,-0.05806753411889076,0.7856020927429199,0.6954977512359619,-0.06861186027526855,0.7001449465751648,0.6939730048179626,-0.01970609277486801,0.6774051189422607,0.6148121356964111,-0.036112476140260696,0.6653902530670166,0.5652036666870117,-0.046195950359106064,0.6569064855575562,0.5233611464500427,-0.051726192235946655,0.7373462319374084,0.6859804391860962,-0.01773364096879959,0.736534833908081,0.5963778495788574,-0.03581753000617027,0.7389500737190247,0.5408229827880859,-0.04645402729511261,0.743462860584259,0.49604490399360657,-0.049403488636016846,0.7716531753540039,0.7025274634361267,-0.019853565841913223,0.7851608395576477,0.666351318359375,-0.04896106943488121,0.7768269181251526,0.7206727266311646,-0.05371707305312157,0.7698652148246765,0.7564477324485779,-0.04634341970086098,0.7999040484428406,0.7318974733352661,-0.024259325116872787,0.8074770569801331,0.705713152885437,-0.04560605436563492,0.7973754405975342,0.7428656220436096,-0.043320223689079285,0.7876314520835876,0.7692340612411499,-0.03484052047133446,2026-01-10T16:53:21.114322
0.7761226296424866,0.760418713092804,6.212466701072117e-07,0.7336485981941223,0.7148801684379578,-0.02735411375761032,0.720558226108551,0.6467597484588623,-0.03732449188828468,0.7533067464828491,0.5848698019981384,-0.04642270877957344,0.7827761769294739,0.5444700717926025,-0.05355856567621231,0.6978838443756104,0.5634411573410034,-0.010485743172466755,0.67512047290802,0.48734745383262634,-0.02505478262901306,0.6649731397628784,0.43829917907714844,-0.03429175168275833,0.6570829749107361,0.3976954221725464,-0.03906881436705589,0.7346567511558533,0.559434711933136,-0.009227057918906212,0.7335675358772278,0.46819350123405457,-0.024579059332609177,0.736687958240509,0.4143669307231903,-0.03448996692895889,0.7418287396430969,0.37313759326934814,-0.037165917456150055,0.7691904306411743,0.5792973637580872,-0.012418371625244617,0.782610297203064,0.5519111156463623,-0.03908863291144371,0.7741896510124207,0.5990085601806641,-0.04594698175787926,0.7676390409469604,0.6269016265869141,-0.0405554473400116,0.7958760261535645,0.6106107234954834,-0.017611689865589142,0.8032523989677429,0.5868145227432251,-0.035362131893634796,0.7925084829330444,0.6211892366409302,-0.03351869806647301,0.7836912274360657,0.6426175832748413,-0.026442309841513634,2026-01-10T16:53:22.629148
